player_name,season,wk,Game_date,OPP,Result,AST,PDEF
Maliek Collins,Regular Season,16,12/27/2020,Dolphins,L 25 - 26,,
Maliek Collins,Regular Season,12,11/29/2020,Falcons,L 6 - 43,,
Maliek Collins,Regular Season,11,11/23/2020,Chiefs,L 31 - 35,,
Maliek Collins,Regular Season,10,11/15/2020,Broncos,W 37 - 12,1,0
Maliek Collins,Regular Season,9,11/08/2020,Chargers,W 31 - 26,2,0
Maliek Collins,Regular Season,8,11/01/2020,Browns,W 16 - 6,0,0
Maliek Collins,Regular Season,3,09/27/2020,Patriots,L 20 - 36,0,0
Maliek Collins,Regular Season,7,10/25/2020,Buccaneers,L 20 - 45,2,0
Maliek Collins,Regular Season,2,09/22/2020,Saints,W 34 - 24,0,0
Maliek Collins,Regular Season,5,10/11/2020,Chiefs,W 40 - 32,,
Maliek Collins,Regular Season,4,10/04/2020,Bills,L 23 - 30,1,0
Maliek Collins,Regular Season,1,09/13/2020,Panthers,W 34 - 30,0,0
Britton Colquitt,Regular Season,17,01/03/2021,Lions,W 37 - 35,115,38.3
Britton Colquitt,Regular Season,16,12/25/2020,Saints,L 33 - 52,169,42.3
Britton Colquitt,Regular Season,15,12/20/2020,Bears,L 27 - 33,79,39.5
Britton Colquitt,Regular Season,14,12/13/2020,Buccaneers,L 14 - 26,72,36
Britton Colquitt,Regular Season,13,12/06/2020,Jaguars,W 27 - 24,298,42.6
Britton Colquitt,Regular Season,12,11/29/2020,Panthers,W 28 - 27,133,44.3
Britton Colquitt,Regular Season,11,11/22/2020,Cowboys,L 28 - 31,106,35.3
Britton Colquitt,Regular Season,10,11/17/2020,Bears,W 19 - 13,124,24.8
Britton Colquitt,Regular Season,9,11/08/2020,Lions,W 34 - 20,124,24.8
Britton Colquitt,Regular Season,8,11/01/2020,Packers,W 28 - 22,104,34.7
Britton Colquitt,Regular Season,6,10/18/2020,Falcons,L 23 - 40,162,40.5
Britton Colquitt,Regular Season,5,10/12/2020,Seahawks,L 26 - 27,81,40.5
Dustin Colquitt,Regular Season,17,01/03/2021,Colts,L 14 - 28,,
Britton Colquitt,Regular Season,4,10/04/2020,Texans,W 31 - 23,152,38
Britton Colquitt,Regular Season,3,09/27/2020,Titans,L 30 - 31,127,42.3
Britton Colquitt,Regular Season,2,09/20/2020,Colts,L 11 - 28,128,32
Britton Colquitt,Regular Season,1,09/13/2020,Packers,L 34 - 43,80,40
Dustin Colquitt,Regular Season,16,12/27/2020,Jaguars,W 41 - 17,247,41.2
Dustin Colquitt,Regular Season,2,09/20/2020,Steelers,L 21 - 26,174,34.8
Dustin Colquitt,Regular Season,6,10/18/2020,Steelers,L 7 - 38,183,36.6
Dustin Colquitt,Regular Season,1,09/14/2020,Giants,W 26 - 16,144,36
Dustin Colquitt,Regular Season,5,10/11/2020,Steelers,L 29 - 38,82,41
Dustin Colquitt,Regular Season,3,09/27/2020,Steelers,L 21 - 28,160,40
Tyler Conklin,Regular Season,17,01/03/2021,Lions,W 37 - 35,13.3,
Tyler Conklin,Regular Season,16,12/25/2020,Saints,L 33 - 52,7.8,
Tyler Conklin,Regular Season,15,12/20/2020,Bears,L 27 - 33,19,
Tyler Conklin,Regular Season,14,12/13/2020,Buccaneers,L 14 - 26,8,
Tyler Conklin,Regular Season,13,12/06/2020,Jaguars,W 27 - 24,10,
Tyler Conklin,Regular Season,12,11/29/2020,Panthers,W 28 - 27,5,
Tyler Conklin,Regular Season,11,11/22/2020,Cowboys,L 28 - 31,,
Tyler Conklin,Regular Season,10,11/17/2020,Bears,W 19 - 13,5.5,
Tyler Conklin,Regular Season,9,11/08/2020,Lions,W 34 - 20,,
Tyler Conklin,Regular Season,8,11/01/2020,Packers,W 28 - 22,,
Tyler Conklin,Regular Season,6,10/18/2020,Falcons,L 23 - 40,,
Tyler Conklin,Regular Season,5,10/12/2020,Seahawks,L 26 - 27,,
Tyler Conklin,Regular Season,4,10/04/2020,Texans,W 31 - 23,,
Tyler Conklin,Regular Season,3,09/27/2020,Titans,L 30 - 31,,
Tyler Conklin,Regular Season,2,09/20/2020,Colts,L 11 - 28,,
Tyler Conklin,Regular Season,1,09/13/2020,Packers,L 34 - 43,,
Tom Compton,Regular Season,17,01/03/2021,Seahawks,L 23 - 26,,
Tom Compton,Regular Season,13,12/08/2020,Bills,L 24 - 34,,
Tom Compton,Regular Season,12,11/29/2020,Rams,W 23 - 20,,
Tom Compton,Regular Season,10,11/15/2020,Saints,L 13 - 27,,
Tom Compton,Regular Season,9,11/06/2020,Packers,L 17 - 34,,
Tom Compton,Regular Season,8,11/01/2020,Seahawks,L 27 - 37,,
Tom Compton,Regular Season,3,09/27/2020,Giants,W 36 - 9,,
Tom Compton,Regular Season,7,10/25/2020,Patriots,W 33 - 6,,
Tom Compton,Regular Season,2,09/20/2020,Jets,W 31 - 13,,
Tom Compton,Regular Season,6,10/19/2020,Rams,W 24 - 16,,
Tom Compton,Regular Season,1,09/13/2020,Cardinals,L 20 - 24,,
Tom Compton,Regular Season,5,10/11/2020,Dolphins,L 17 - 43,,
Tom Compton,Regular Season,4,10/05/2020,Eagles,L 20 - 25,,
Jack Conklin,Regular Season,17,01/03/2021,Steelers,W 24 - 22,,
Jack Conklin,Regular Season,16,12/27/2020,Jets,L 16 - 23,,
Jack Conklin,Regular Season,15,12/21/2020,Giants,W 20 - 6,,
Jack Conklin,Regular Season,14,12/15/2020,Ravens,L 42 - 47,,
Jack Conklin,Regular Season,13,12/06/2020,Titans,W 41 - 35,,
Jack Conklin,Regular Season,12,11/29/2020,Jaguars,W 27 - 25,,
Jack Conklin,Regular Season,11,11/22/2020,Eagles,W 22 - 17,,
Jack Conklin,Regular Season,10,11/15/2020,Texans,W 10 - 7,,
Jack Conklin,Regular Season,8,11/01/2020,Raiders,L 6 - 16,,
Jack Conklin,Regular Season,7,10/25/2020,Bengals,W 37 - 34,,
Jack Conklin,Regular Season,6,10/18/2020,Steelers,L 7 - 38,,
Jack Conklin,Regular Season,5,10/11/2020,Colts,W 32 - 23,,
Jack Conklin,Regular Season,4,10/04/2020,Cowboys,W 49 - 38,,
Jack Conklin,Regular Season,3,09/27/2020,Football Team,W 34 - 20,,
Jack Conklin,Regular Season,2,09/18/2020,Bengals,W 35 - 30,,
Jack Conklin,Regular Season,1,09/13/2020,Ravens,L 6 - 38,,
Jack Conklin,Post Season,2,01/17/2021,Chiefs,L 17 - 22,,
Jack Conklin,Post Season,1,01/11/2021,Steelers,W 48 - 37,,
Will Compton,Regular Season,17,01/03/2021,Texans,W 41 - 38,,
Will Compton,Regular Season,16,12/28/2020,Packers,L 14 - 40,,
Will Compton,Regular Season,15,12/20/2020,Lions,W 46 - 25,,
Will Compton,Regular Season,14,12/13/2020,Jaguars,W 31 - 10,,
Will Compton,Regular Season,13,12/06/2020,Browns,L 35 - 41,,
Will Compton,Regular Season,12,11/29/2020,Colts,W 45 - 26,,
Will Compton,Regular Season,11,11/22/2020,Ravens,W 30 - 24,,
Will Compton,Regular Season,7,10/25/2020,Steelers,L 24 - 27,,
Will Compton,Regular Season,2,09/20/2020,Jaguars,W 33 - 30,,
Will Compton,Regular Season,6,10/18/2020,Texans,W 42 - 36,,
Will Compton,Regular Season,1,09/15/2020,Broncos,W 16 - 14,,
Will Compton,Regular Season,5,10/13/2020,Bills,W 42 - 16,,
Will Compton,Regular Season,3,09/27/2020,Vikings,W 31 - 30,,
Will Compton,Post Season,17,01/03/2021,Texans,W 41 - 38,,
Will Compton,Post Season,16,12/28/2020,Packers,L 14 - 40,,
Will Compton,Post Season,15,12/20/2020,Lions,W 46 - 25,,
Will Compton,Post Season,14,12/13/2020,Jaguars,W 31 - 10,,
Will Compton,Post Season,13,12/06/2020,Browns,L 35 - 41,,
Will Compton,Post Season,12,11/29/2020,Colts,W 45 - 26,,
Will Compton,Post Season,11,11/22/2020,Ravens,W 30 - 24,,
Will Compton,Post Season,7,10/25/2020,Steelers,L 24 - 27,,
Will Compton,Post Season,2,09/20/2020,Jaguars,W 33 - 30,,
Will Compton,Post Season,6,10/18/2020,Texans,W 42 - 36,,
Will Compton,Post Season,1,09/15/2020,Broncos,W 16 - 14,,
Will Compton,Post Season,5,10/13/2020,Bills,W 42 - 16,,
Will Compton,Post Season,3,09/27/2020,Vikings,W 31 - 30,,
Will Compton,,17,01/03/2021,Texans,W 41 - 38,,
Will Compton,,16,12/28/2020,Packers,L 14 - 40,,
Will Compton,,15,12/20/2020,Lions,W 46 - 25,,
Will Compton,,14,12/13/2020,Jaguars,W 31 - 10,,
Will Compton,,13,12/06/2020,Browns,L 35 - 41,,
Will Compton,,12,11/29/2020,Colts,W 45 - 26,,
Will Compton,,11,11/22/2020,Ravens,W 30 - 24,,
Will Compton,,7,10/25/2020,Steelers,L 24 - 27,,
Will Compton,,2,09/20/2020,Jaguars,W 33 - 30,,
Will Compton,,6,10/18/2020,Texans,W 42 - 36,,
Will Compton,,1,09/15/2020,Broncos,W 16 - 14,,
Will Compton,,5,10/13/2020,Bills,W 42 - 16,,
Will Compton,,3,09/27/2020,Vikings,W 31 - 30,,
Will Compton,,17,01/03/2021,Texans,W 41 - 38,,
Will Compton,,16,12/28/2020,Packers,L 14 - 40,,
Will Compton,,15,12/20/2020,Lions,W 46 - 25,,
Will Compton,,14,12/13/2020,Jaguars,W 31 - 10,,
Will Compton,,13,12/06/2020,Browns,L 35 - 41,,
Will Compton,,12,11/29/2020,Colts,W 45 - 26,,
Will Compton,,11,11/22/2020,Ravens,W 30 - 24,,
Will Compton,,7,10/25/2020,Steelers,L 24 - 27,,
Will Compton,,2,09/20/2020,Jaguars,W 33 - 30,,
Will Compton,,6,10/18/2020,Texans,W 42 - 36,,
Will Compton,,1,09/15/2020,Broncos,W 16 - 14,,
Will Compton,,5,10/13/2020,Bills,W 42 - 16,,
Will Compton,,3,09/27/2020,Vikings,W 31 - 30,,
Will Compton,,17,01/03/2021,Texans,W 41 - 38,,
Will Compton,,16,12/28/2020,Packers,L 14 - 40,,
Will Compton,,15,12/20/2020,Lions,W 46 - 25,,
Will Compton,,14,12/13/2020,Jaguars,W 31 - 10,,
Will Compton,,13,12/06/2020,Browns,L 35 - 41,,
Will Compton,,12,11/29/2020,Colts,W 45 - 26,,
Will Compton,,11,11/22/2020,Ravens,W 30 - 24,,
Will Compton,,7,10/25/2020,Steelers,L 24 - 27,,
Will Compton,,2,09/20/2020,Jaguars,W 33 - 30,,
Will Compton,,6,10/18/2020,Texans,W 42 - 36,,
Will Compton,,1,09/15/2020,Broncos,W 16 - 14,,
Will Compton,,5,10/13/2020,Bills,W 42 - 16,,
Will Compton,,3,09/27/2020,Vikings,W 31 - 30,,
Will Compton,,17,01/03/2021,Texans,W 41 - 38,,
Will Compton,,16,12/28/2020,Packers,L 14 - 40,1,0
Will Compton,,15,12/20/2020,Lions,W 46 - 25,,
Will Compton,,14,12/13/2020,Jaguars,W 31 - 10,,
Will Compton,,13,12/06/2020,Browns,L 35 - 41,1,0
Will Compton,,12,11/29/2020,Colts,W 45 - 26,1,0
Will Compton,,11,11/22/2020,Ravens,W 30 - 24,3,0
Will Compton,,7,10/25/2020,Steelers,L 24 - 27,1,0
Will Compton,,2,09/20/2020,Jaguars,W 33 - 30,,
Will Compton,,6,10/18/2020,Texans,W 42 - 36,,
Will Compton,,1,09/15/2020,Broncos,W 16 - 14,2,0
Will Compton,,5,10/13/2020,Bills,W 42 - 16,0,0
Will Compton,,3,09/27/2020,Vikings,W 31 - 30,,
Will Compton,,17,01/03/2021,Texans,W 41 - 38,,
Will Compton,,16,12/28/2020,Packers,L 14 - 40,,
Will Compton,,15,12/20/2020,Lions,W 46 - 25,,
Will Compton,,14,12/13/2020,Jaguars,W 31 - 10,,
Will Compton,,13,12/06/2020,Browns,L 35 - 41,,
Will Compton,,12,11/29/2020,Colts,W 45 - 26,,
Will Compton,,11,11/22/2020,Ravens,W 30 - 24,,
Will Compton,,7,10/25/2020,Steelers,L 24 - 27,,
Will Compton,,2,09/20/2020,Jaguars,W 33 - 30,,
Will Compton,,6,10/18/2020,Texans,W 42 - 36,,
Will Compton,,1,09/15/2020,Broncos,W 16 - 14,,
Will Compton,,5,10/13/2020,Bills,W 42 - 16,,
Will Compton,,3,09/27/2020,Vikings,W 31 - 30,,
Will Compton,,1,01/10/2021,Ravens,L 13 - 20,,
Will Compton,,1,01/10/2021,Ravens,L 13 - 20,,
Will Compton,,1,01/10/2021,Ravens,L 13 - 20,,
Will Compton,,1,01/10/2021,Ravens,L 13 - 20,,
Will Compton,,1,01/10/2021,Ravens,L 13 - 20,,
Will Compton,,1,01/10/2021,Ravens,L 13 - 20,,
Will Compton,,1,01/10/2021,Ravens,L 13 - 20,,
Ryan Connelly,Regular Season,17,01/03/2021,Lions,W 37 - 35,,
Ryan Connelly,Regular Season,16,12/25/2020,Saints,L 33 - 52,,
Ryan Connelly,Regular Season,15,12/20/2020,Bears,L 27 - 33,,
Ryan Connelly,Regular Season,14,12/13/2020,Buccaneers,L 14 - 26,,
Ryan Connelly,Regular Season,13,12/06/2020,Jaguars,W 27 - 24,,
Ryan Connelly,Regular Season,12,11/29/2020,Panthers,W 28 - 27,,
Ryan Connelly,Regular Season,11,11/22/2020,Cowboys,L 28 - 31,,
Ryan Connelly,Regular Season,10,11/17/2020,Bears,W 19 - 13,,
Ryan Connelly,Regular Season,9,11/08/2020,Lions,W 34 - 20,,
Ryan Connelly,Regular Season,8,11/01/2020,Packers,W 28 - 22,,
Ryan Connelly,Regular Season,6,10/18/2020,Falcons,L 23 - 40,,
Ryan Connelly,Regular Season,5,10/12/2020,Seahawks,L 26 - 27,,
Ryan Connelly,Regular Season,4,10/04/2020,Texans,W 31 - 23,,
Ryan Connelly,Regular Season,3,09/27/2020,Titans,L 30 - 31,,
Ryan Connelly,Regular Season,2,09/20/2020,Colts,L 11 - 28,,
Ryan Connelly,Regular Season,1,09/13/2020,Packers,L 34 - 43,,
Ryan Connelly,,17,01/03/2021,Lions,W 37 - 35,,
Ryan Connelly,,16,12/25/2020,Saints,L 33 - 52,,
Ryan Connelly,,15,12/20/2020,Bears,L 27 - 33,,
Ryan Connelly,,14,12/13/2020,Buccaneers,L 14 - 26,,
Ryan Connelly,,13,12/06/2020,Jaguars,W 27 - 24,,
Ryan Connelly,,12,11/29/2020,Panthers,W 28 - 27,,
Ryan Connelly,,11,11/22/2020,Cowboys,L 28 - 31,,
Ryan Connelly,,10,11/17/2020,Bears,W 19 - 13,,
Ryan Connelly,,9,11/08/2020,Lions,W 34 - 20,,
Ryan Connelly,,8,11/01/2020,Packers,W 28 - 22,,
Ryan Connelly,,6,10/18/2020,Falcons,L 23 - 40,,
Ryan Connelly,,5,10/12/2020,Seahawks,L 26 - 27,,
Ryan Connelly,,4,10/04/2020,Texans,W 31 - 23,,
Ryan Connelly,,3,09/27/2020,Titans,L 30 - 31,,
Ryan Connelly,,2,09/20/2020,Colts,L 11 - 28,,
Ryan Connelly,,1,09/13/2020,Packers,L 34 - 43,,
Ryan Connelly,,17,01/03/2021,Lions,W 37 - 35,,
Ryan Connelly,,16,12/25/2020,Saints,L 33 - 52,,
Ryan Connelly,,15,12/20/2020,Bears,L 27 - 33,,
Ryan Connelly,,14,12/13/2020,Buccaneers,L 14 - 26,,
Ryan Connelly,,13,12/06/2020,Jaguars,W 27 - 24,,
Ryan Connelly,,12,11/29/2020,Panthers,W 28 - 27,,
Ryan Connelly,,11,11/22/2020,Cowboys,L 28 - 31,,
Ryan Connelly,,10,11/17/2020,Bears,W 19 - 13,,
Ryan Connelly,,9,11/08/2020,Lions,W 34 - 20,,
Ryan Connelly,,8,11/01/2020,Packers,W 28 - 22,,
Ryan Connelly,,6,10/18/2020,Falcons,L 23 - 40,,
Ryan Connelly,,5,10/12/2020,Seahawks,L 26 - 27,,
Ryan Connelly,,4,10/04/2020,Texans,W 31 - 23,,
Ryan Connelly,,3,09/27/2020,Titans,L 30 - 31,,
Ryan Connelly,,2,09/20/2020,Colts,L 11 - 28,,
Ryan Connelly,,1,09/13/2020,Packers,L 34 - 43,,
Ryan Connelly,,17,01/03/2021,Lions,W 37 - 35,,
Ryan Connelly,,16,12/25/2020,Saints,L 33 - 52,,
Ryan Connelly,,15,12/20/2020,Bears,L 27 - 33,,
Ryan Connelly,,14,12/13/2020,Buccaneers,L 14 - 26,,
Ryan Connelly,,13,12/06/2020,Jaguars,W 27 - 24,,
Ryan Connelly,,12,11/29/2020,Panthers,W 28 - 27,,
Ryan Connelly,,11,11/22/2020,Cowboys,L 28 - 31,,
Ryan Connelly,,10,11/17/2020,Bears,W 19 - 13,,
Ryan Connelly,,9,11/08/2020,Lions,W 34 - 20,,
Ryan Connelly,,8,11/01/2020,Packers,W 28 - 22,,
Ryan Connelly,,6,10/18/2020,Falcons,L 23 - 40,,
Ryan Connelly,,5,10/12/2020,Seahawks,L 26 - 27,,
Ryan Connelly,,4,10/04/2020,Texans,W 31 - 23,,
Ryan Connelly,,3,09/27/2020,Titans,L 30 - 31,,
Ryan Connelly,,2,09/20/2020,Colts,L 11 - 28,,
Ryan Connelly,,1,09/13/2020,Packers,L 34 - 43,,
Ryan Connelly,,17,01/03/2021,Lions,W 37 - 35,,
Ryan Connelly,,16,12/25/2020,Saints,L 33 - 52,,
Ryan Connelly,,15,12/20/2020,Bears,L 27 - 33,,
Ryan Connelly,,14,12/13/2020,Buccaneers,L 14 - 26,,
Ryan Connelly,,13,12/06/2020,Jaguars,W 27 - 24,,
Ryan Connelly,,12,11/29/2020,Panthers,W 28 - 27,,
Ryan Connelly,,11,11/22/2020,Cowboys,L 28 - 31,,
Ryan Connelly,,10,11/17/2020,Bears,W 19 - 13,,
Ryan Connelly,,9,11/08/2020,Lions,W 34 - 20,,
Ryan Connelly,,8,11/01/2020,Packers,W 28 - 22,,
Ryan Connelly,,6,10/18/2020,Falcons,L 23 - 40,,
Ryan Connelly,,5,10/12/2020,Seahawks,L 26 - 27,,
Ryan Connelly,,4,10/04/2020,Texans,W 31 - 23,,
Ryan Connelly,,3,09/27/2020,Titans,L 30 - 31,,
Ryan Connelly,,2,09/20/2020,Colts,L 11 - 28,,
Ryan Connelly,,1,09/13/2020,Packers,L 34 - 43,,
Ryan Connelly,,17,01/03/2021,Lions,W 37 - 35,0,0
Ryan Connelly,,16,12/25/2020,Saints,L 33 - 52,0,0
Ryan Connelly,,15,12/20/2020,Bears,L 27 - 33,,
Ryan Connelly,,14,12/13/2020,Buccaneers,L 14 - 26,,
Ryan Connelly,,13,12/06/2020,Jaguars,W 27 - 24,0,0
Ryan Connelly,,12,11/29/2020,Panthers,W 28 - 27,,
Ryan Connelly,,11,11/22/2020,Cowboys,L 28 - 31,0,0
Ryan Connelly,,10,11/17/2020,Bears,W 19 - 13,,
Ryan Connelly,,9,11/08/2020,Lions,W 34 - 20,,
Ryan Connelly,,8,11/01/2020,Packers,W 28 - 22,,
Ryan Connelly,,6,10/18/2020,Falcons,L 23 - 40,,
Ryan Connelly,,5,10/12/2020,Seahawks,L 26 - 27,,
Ryan Connelly,,4,10/04/2020,Texans,W 31 - 23,,
Ryan Connelly,,3,09/27/2020,Titans,L 30 - 31,,
Ryan Connelly,,2,09/20/2020,Colts,L 11 - 28,0,0
Ryan Connelly,,1,09/13/2020,Packers,L 34 - 43,,
Ryan Connelly,,17,01/03/2021,Lions,W 37 - 35,,
Ryan Connelly,,16,12/25/2020,Saints,L 33 - 52,,
Ryan Connelly,,15,12/20/2020,Bears,L 27 - 33,,
Ryan Connelly,,14,12/13/2020,Buccaneers,L 14 - 26,,
Ryan Connelly,,13,12/06/2020,Jaguars,W 27 - 24,,
Ryan Connelly,,12,11/29/2020,Panthers,W 28 - 27,,
Ryan Connelly,,11,11/22/2020,Cowboys,L 28 - 31,,
Ryan Connelly,,10,11/17/2020,Bears,W 19 - 13,,
Ryan Connelly,,9,11/08/2020,Lions,W 34 - 20,,
Ryan Connelly,,8,11/01/2020,Packers,W 28 - 22,,
Ryan Connelly,,6,10/18/2020,Falcons,L 23 - 40,,
Ryan Connelly,,5,10/12/2020,Seahawks,L 26 - 27,,
Ryan Connelly,,4,10/04/2020,Texans,W 31 - 23,,
Ryan Connelly,,3,09/27/2020,Titans,L 30 - 31,,
Ryan Connelly,,2,09/20/2020,Colts,L 11 - 28,,
Ryan Connelly,,1,09/13/2020,Packers,L 34 - 43,,
Chris Conley,Regular Season,17,01/03/2021,Colts,L 14 - 28,12.4,
Chris Conley,Regular Season,16,12/27/2020,Bears,L 17 - 41,9,
Chris Conley,Regular Season,15,12/20/2020,Ravens,L 14 - 40,13,
Chris Conley,Regular Season,14,12/13/2020,Titans,L 10 - 31,,
Chris Conley,Regular Season,13,12/06/2020,Vikings,L 24 - 27,6,
Chris Conley,Regular Season,12,11/29/2020,Browns,L 25 - 27,,
Chris Conley,Regular Season,11,11/22/2020,Steelers,L 3 - 27,13,
Chris Conley,Regular Season,10,11/15/2020,Packers,L 20 - 24,10.8,
Chris Conley,Regular Season,9,11/08/2020,Texans,L 25 - 27,7.4,
Chris Conley,Regular Season,3,09/25/2020,Dolphins,L 13 - 31,11.3,
Chris Conley,Regular Season,7,10/25/2020,Chargers,L 29 - 39,28,
Chris Conley,Regular Season,2,09/20/2020,Titans,L 30 - 33,12,
Chris Conley,Regular Season,6,10/18/2020,Lions,L 16 - 34,6,
Chris Conley,Regular Season,5,10/11/2020,Texans,L 14 - 30,29,
Chris Conley,Regular Season,4,10/04/2020,Bengals,L 25 - 33,14.7,
Chris Conley,Regular Season,1,09/13/2020,Colts,W 27 - 20,6,
James Conner,Regular Season,17,01/03/2021,Browns,L 22 - 24,4.1,5
James Conner,Regular Season,16,12/27/2020,Colts,W 28 - 24,4.2,5
James Conner,Regular Season,15,12/22/2020,Bengals,L 17 - 27,,
James Conner,Regular Season,14,12/14/2020,Bills,L 15 - 26,1.8,
James Conner,Regular Season,11,11/22/2020,Jaguars,W 27 - 3,6.8,3
James Conner,Regular Season,10,11/15/2020,Bengals,W 36 - 10,2.8,2
James Conner,Regular Season,9,11/08/2020,Cowboys,W 24 - 19,2.4,2
James Conner,Regular Season,8,11/01/2020,Ravens,W 28 - 24,3.1,3
James Conner,Regular Season,7,10/25/2020,Titans,W 27 - 24,4.1,3
James Conner,Regular Season,2,09/20/2020,Broncos,W 26 - 21,6.6,2
James Conner,Regular Season,6,10/18/2020,Browns,W 38 - 7,5.1,1
James Conner,Regular Season,1,09/14/2020,Giants,W 26 - 16,1.5,2
James Conner,Regular Season,5,10/11/2020,Eagles,W 38 - 29,2.9,3
James Conner,Regular Season,3,09/27/2020,Texans,W 28 - 21,6.1,4
James Conner,Post Season,1,01/11/2021,Browns,L 37 - 48,3.4,5
Dalvin Cook,Regular Season,17,01/03/2021,Lions,W 37 - 35,,
Dalvin Cook,Regular Season,16,12/25/2020,Saints,L 33 - 52,4.9,2
Dalvin Cook,Regular Season,15,12/20/2020,Bears,L 27 - 33,5.5,5
Dalvin Cook,Regular Season,14,12/13/2020,Buccaneers,L 14 - 26,4.6,2
Dalvin Cook,Regular Season,13,12/06/2020,Jaguars,W 27 - 24,3.8,6
Dalvin Cook,Regular Season,12,11/29/2020,Panthers,W 28 - 27,3.4,4
Dalvin Cook,Regular Season,11,11/22/2020,Cowboys,L 28 - 31,4.3,5
Dalvin Cook,Regular Season,10,11/17/2020,Bears,W 19 - 13,3.2,4
Dalvin Cook,Regular Season,9,11/08/2020,Lions,W 34 - 20,9.4,2
Dalvin Cook,Regular Season,8,11/01/2020,Packers,W 28 - 22,5.4,2
Dalvin Cook,Regular Season,6,10/18/2020,Falcons,L 23 - 40,,
Dalvin Cook,Regular Season,5,10/12/2020,Seahawks,L 26 - 27,3.8,5
Dalvin Cook,Regular Season,4,10/04/2020,Texans,W 31 - 23,4.8,2
Dalvin Cook,Regular Season,3,09/27/2020,Titans,L 30 - 31,8.2,2
Dalvin Cook,Regular Season,2,09/20/2020,Colts,L 11 - 28,4.5,2
Dalvin Cook,Regular Season,1,09/13/2020,Packers,L 34 - 43,4.2,1
Brandin Cooks,Regular Season,17,01/03/2021,Titans,L 38 - 41,15.1,
Brandin Cooks,Regular Season,16,12/27/2020,Bengals,L 31 - 37,20.1,
Brandin Cooks,Regular Season,15,12/20/2020,Colts,L 20 - 27,9.8,
Brandin Cooks,Regular Season,14,12/13/2020,Bears,L 7 - 36,,
Brandin Cooks,Regular Season,13,12/06/2020,Colts,L 20 - 26,13,
Brandin Cooks,Regular Season,12,11/26/2020,Lions,W 41 - 25,17,
Brandin Cooks,Regular Season,11,11/22/2020,Patriots,W 27 - 20,21.3,
Brandin Cooks,Regular Season,10,11/15/2020,Browns,L 7 - 10,6.5,
Brandin Cooks,Regular Season,9,11/08/2020,Jaguars,W 27 - 25,27.7,
Brandin Cooks,Regular Season,7,10/25/2020,Packers,L 20 - 35,8.6,
Brandin Cooks,Regular Season,2,09/20/2020,Ravens,L 16 - 33,19,
Brandin Cooks,Regular Season,6,10/18/2020,Titans,L 36 - 42,7.6,
Brandin Cooks,Regular Season,1,09/11/2020,Chiefs,L 20 - 34,10,
Brandin Cooks,Regular Season,5,10/11/2020,Jaguars,W 30 - 14,20.1,
Brandin Cooks,Regular Season,4,10/04/2020,Vikings,L 23 - 31,,
Brandin Cooks,Regular Season,3,09/27/2020,Steelers,L 21 - 28,7.7,
Jared Cook,Regular Season,17,01/03/2021,Panthers,W 33 - 7,10.8,
Jared Cook,Regular Season,16,12/25/2020,Vikings,W 52 - 33,27.3,
Jared Cook,Regular Season,15,12/20/2020,Chiefs,L 29 - 32,14.5,
Jared Cook,Regular Season,14,12/13/2020,Eagles,L 21 - 24,12.3,
Jared Cook,Regular Season,13,12/06/2020,Falcons,W 21 - 16,9.3,
Jared Cook,Regular Season,12,11/29/2020,Broncos,W 31 - 3,,
Jared Cook,Regular Season,11,11/22/2020,Falcons,W 24 - 9,6,
Jared Cook,Regular Season,10,11/15/2020,49ers,W 27 - 13,,
Jared Cook,Regular Season,9,11/09/2020,Buccaneers,W 38 - 3,15,
Jared Cook,Regular Season,8,11/01/2020,Bears,W 26 - 23,10.2,
Jared Cook,Regular Season,7,10/25/2020,Panthers,W 27 - 24,10.7,
Jared Cook,Regular Season,2,09/22/2020,Raiders,L 24 - 34,6.5,
Jared Cook,Regular Season,1,09/13/2020,Buccaneers,W 34 - 23,16,
Jared Cook,Regular Season,5,10/13/2020,Chargers,W 30 - 27,26,
Jared Cook,Regular Season,4,10/04/2020,Lions,W 35 - 29,,
Jared Cook,Regular Season,3,09/28/2020,Packers,L 30 - 37,10.5,
Jared Cook,Post Season,2,01/17/2021,Buccaneers,L 20 - 30,5.6,
Jared Cook,Post Season,1,01/10/2021,Bears,W 21 - 9,10,
Marquise Copeland,Regular Season,1,09/14/2020,Cowboys,W 20 - 17,0,0
Amari Cooper,Regular Season,17,01/03/2021,Giants,L 19 - 23,6.8,
Amari Cooper,Regular Season,16,12/27/2020,Eagles,W 37 - 17,30.3,
Amari Cooper,Regular Season,15,12/20/2020,49ers,W 41 - 33,5,2
Amari Cooper,Regular Season,14,12/13/2020,Bengals,W 30 - 7,12.8,
Amari Cooper,Regular Season,13,12/09/2020,Ravens,L 17 - 34,8.6,1
Amari Cooper,Regular Season,12,11/26/2020,Football Team,L 16 - 41,18.7,
Amari Cooper,Regular Season,11,11/22/2020,Vikings,W 31 - 28,13.5,
Amari Cooper,Regular Season,9,11/08/2020,Steelers,L 19 - 24,13.4,1
Amari Cooper,Regular Season,8,11/02/2020,Eagles,L 9 - 23,5,
Amari Cooper,Regular Season,3,09/27/2020,Seahawks,L 31 - 38,9.6,
Amari Cooper,Regular Season,7,10/25/2020,Football Team,L 3 - 25,11.4,1
